Truff;26;1;0;60;8;0;53;0;0;1469;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
fucklecuckle];1;0;0;0;0;0;0;0;0;1447;1500;1500;1500;1500;1447;1500;1500;1500;1500;1500;1500
Pyngas;9;0;3;0;4;0;0;0;0;1468;1500;1500;1500;1500;1468;1500;1500;1500;1500;1500;1500
Bun Genocide;9;0;36;4;41;3;2;0;1;1463;1500;1500;1500;1500;1463;1500;1500;1500;1500;1500;1500
FUCK WIFI;8;4;8;3;7;3;0;3;0;1500;1517;1500;1500;1500;1500;1517;1500;1500;1500;1500;1500
Jobbington;555;11;890;163;993;100;101;48;47;1545;1374;1497;1500;1461;1870;1500;1500;1500;1544;1500;1500
poop sock;20;0;17;10;34;8;3;0;0;1156;1500;1500;1500;1500;1156;1500;1500;1500;1500;1500;1500
Coomerbro (BatTats);1;0;5;0;2;0;0;0;1;1500;1528;1500;1500;1500;1500;1528;1500;1500;1500;1500;1500
Funny Man;4;0;5;0;10;0;0;0;0;1500;1438;1500;1500;1500;1500;1438;1500;1500;1500;1500;1500
pro racist;170;61;87;84;162;47;1;15;4;1260;1328;1100;1500;1500;1260;1328;1100;1500;1500;1500;1500
anon lvl 2;7;0;4;2;11;1;1;0;0;1500;1379;1500;1500;1500;1500;1379;1500;1500;1500;1500;1500
Feebs;172;4;97;33;153;12;25;8;4;1000;1466;1499;1500;1464;1500;1503;1500;1500;1509;1500;1500
Sogguini;22;4;74;10;73;12;3;6;4;1533;1535;1500;1500;1500;1533;1535;1500;1500;1500;1500;1500
UTX;12;0;0;0;1;0;0;0;1;1389;1488;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
FriedCoal;72;0;58;27;113;21;2;2;17;1214;1269;1500;1500;1500;1214;1269;1500;1500;1500;1500;1500
dairychoco;4982;811;13842;1874;12032;1785;673;853;749;1806;1918;1816;1500;1529;2097;1962;1868;1500;1711;1500;1500
Mr.J;27;3;18;15;25;1;6;7;0;1285;1444;1410;1500;1500;1500;1500;1500;1500;1500;1500;1500
PhantomBlood;29;4;67;19;59;11;2;2;0;1586;1517;1500;1500;1500;1586;1517;1500;1500;1500;1500;1500
Slutty Waifu;3;0;0;2;2;1;0;0;0;1417;1500;1500;1500;1500;1417;1500;1500;1500;1500;1500;1500
OFresco;13;0;2;1;5;1;0;0;0;1421;1500;1500;1500;1500;1421;1500;1500;1500;1500;1500;1500
QP;68;40;77;23;76;13;2;16;2;1715;1450;1500;1500;1500;1715;1450;1500;1500;1500;1500;1500
Sonicd;14;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
XxXBadDragon2015XxX;79;3;205;27;243;22;7;17;10;1912;1500;1525;1500;1500;1914;1500;1598;1500;1500;1500;1500
rob;38;12;48;37;64;10;3;18;3;1500;1485;1386;1500;1500;1500;1485;1386;1500;1500;1500;1500
Noise;9;6;0;0;1;0;0;0;0;1500;1462;1481;1500;1500;1500;1462;1481;1500;1500;1500;1500
joe;7;0;7;2;13;0;0;0;0;1435;1423;1500;1500;1500;1435;1423;1500;1500;1500;1500;1500
(Current Thing};183;13;476;53;407;76;17;22;18;1807;1785;1653;1500;1500;1807;1785;1653;1500;1500;1500;1500
brapio kart 64;51;6;116;22;121;20;5;4;1;1500;1616;1554;1500;1500;1500;1616;1554;1500;1500;1500;1500
Pres;22;0;58;7;62;11;3;0;1;1557;1443;1500;1500;1500;1557;1443;1500;1500;1500;1500;1500
Krizem;1;1;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Coconut Creampie;2;2;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Steve Balls;2367;103;5628;794;5715;812;401;163;168;1744;1625;1283;1500;1592;1897;1625;1283;1500;1592;1465;1500
Not Dumbass;16;2;40;9;59;4;0;0;0;1373;1505;1500;1500;1500;1373;1505;1500;1500;1500;1500;1500
Eon;82;4;88;28;97;17;9;12;16;1392;1518;1500;1500;1500;1500;1518;1500;1500;1500;1500;1500
chiefkeefsosa;82;0;123;39;149;32;16;0;1;1500;1019;1500;1500;1500;1500;1019;1500;1500;1500;1500;1500
Scott Lark;176;0;175;51;278;27;34;4;3;1052;1500;1086;1500;1410;1500;1500;1500;1500;1500;1500;1500
platypunk;33;0;34;2;49;6;6;0;0;1269;1500;1493;1500;1500;1518;1500;1500;1500;1500;1500;1500
Grugbotnik;175;3;339;36;332;61;43;6;6;1380;1496;1377;1500;1396;1549;1500;1500;1500;1558;1500;1500
Irt;6;6;0;0;2;0;0;0;0;1516;1500;1500;1500;1500;1516;1500;1500;1500;1500;1500;1500
goat sex;10;0;11;2;12;7;0;0;0;1298;1500;1500;1500;1500;1298;1500;1500;1500;1500;1500;1500
Knux Fuck and Suck;4;0;3;1;4;2;1;0;0;1412;1500;1500;1500;1500;1412;1500;1500;1500;1500;1500;1500
NIGGERKILLER666;5;1;7;0;10;4;1;2;1;1560;1500;1500;1500;1500;1560;1500;1500;1500;1500;1500;1500
Bob;0;0;0;0;0;1;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Spicoid;33;0;32;9;48;6;8;0;0;1153;1500;1349;1500;1347;1234;1500;1349;1500;1500;1500;1500
NaggotFigger;8;0;10;0;14;1;0;0;0;1392;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Rex'ed;1;0;2;0;0;0;0;1;0;1500;1521;1500;1500;1500;1500;1521;1500;1500;1500;1500;1500
Rick;3;0;3;2;9;1;0;0;0;1500;1454;1500;1500;1500;1500;1454;1500;1500;1500;1500;1500
The notorious L.A.D;14;9;9;0;11;2;0;0;0;1500;1458;1500;1500;1500;1500;1458;1500;1500;1500;1500;1500
Stoonk;930;20;1103;255;1537;283;86;18;61;1138;1282;1223;1500;1283;1501;1342;1223;1500;1362;1500;1500
grugbotnik;279;0;523;89;578;70;63;4;5;1313;1482;1406;1500;1457;1562;1483;1500;1500;1500;1500;1500
Throat Goat;166;112;89;34;97;26;2;31;23;1515;1440;1492;1500;1500;1515;1440;1492;1500;1500;1500;1500
Azur;73;6;214;23;176;36;8;15;14;2037;1559;1500;1500;1500;2037;1559;1500;1500;1500;1500;1500
RIP YukihiroTakahashi;21;1;73;6;39;6;9;2;1;1576;1500;1500;1500;1500;1736;1500;1500;1500;1500;1500;1500
MotoBoner;2;1;8;1;5;1;0;0;1;1500;1511;1500;1500;1500;1500;1511;1500;1500;1500;1500;1500
Dr. Eggman;0;0;0;0;1;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
RICH;3;0;4;0;3;1;0;0;0;1427;1500;1500;1500;1500;1427;1500;1500;1500;1500;1500;1500
Yandhi;696;119;1490;224;1272;283;53;107;92;1831;1650;1635;1500;1500;1831;1650;1635;1500;1500;1500;1500
Putt-Putt;4;3;5;2;8;5;0;1;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Bobby Shmurda;26;5;32;6;37;4;2;10;7;1518;1500;1500;1500;1500;1542;1500;1500;1500;1500;1500;1500
GROOMER MURDERER 666;8;1;38;0;18;6;0;0;1;1448;1601;1500;1500;1500;1448;1601;1500;1500;1500;1500;1500
retard nigger;217;54;97;68;149;27;0;28;1;1407;1500;1500;1500;1500;1502;1500;1500;1500;1500;1500;1500
geox123;1;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Player 15;15;0;9;3;15;9;0;0;0;1324;1500;1236;1500;1500;1324;1500;1236;1500;1500;1500;1500
Sneedman;9;0;7;5;22;1;1;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Bun Deleter;3;0;8;0;10;1;0;0;0;1545;1475;1500;1500;1500;1545;1475;1500;1500;1500;1500;1500
$HOME;44;3;183;12;130;23;5;2;4;1988;1752;1500;1500;1500;1988;1752;1500;1500;1500;1500;1500
SNEED(NOT OP);4;1;9;3;9;3;1;0;0;1519;1500;1500;1500;1500;1519;1500;1500;1500;1500;1500;1500
Manya;1;0;0;0;0;0;0;1;0;1499;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
lightking mc queef;5;0;2;0;1;0;0;0;0;1438;1500;1500;1500;1500;1438;1500;1500;1500;1500;1500;1500
WOUNDS ARENT VAGINAS;17;2;58;4;51;13;4;2;1;2008;1500;1500;1500;1500;2008;1500;1500;1500;1500;1500;1500
JNKR;4;0;0;7;7;0;0;0;0;1500;1500;1318;1500;1500;1500;1500;1318;1500;1500;1500;1500
CHAOS IS HERE!?;73;0;131;30;184;22;11;2;0;1538;1500;1500;1500;1500;1538;1500;1500;1500;1500;1500;1500
Shippai;87;84;4;3;3;4;0;3;0;1500;1491;1500;1500;1500;1500;1491;1500;1500;1500;1500;1500
das godlike;1;1;6;0;0;0;0;0;0;1540;1500;1500;1500;1500;1540;1500;1500;1500;1500;1500;1500
Theguy;26;1;87;11;71;10;6;1;2;1545;1488;1500;1500;1500;1545;1488;1500;1500;1500;1500;1500
KILL ALL TRANNIES;17;2;12;2;15;2;0;2;4;1500;1723;1908;1500;1500;1500;1723;1908;1500;1500;1500;1500
SafetyNotGuaranteed;1;0;1;0;2;1;0;0;0;1449;1500;1500;1500;1500;1449;1500;1500;1500;1500;1500;1500
Scion TC Driver;2;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
WASHING MACHINE;22;15;27;16;37;2;0;7;0;1544;1492;1500;1500;1500;1555;1500;1500;1500;1500;1500;1500
squidmeat;2;0;2;0;1;0;0;0;0;1368;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
NullReferenceExceptio;49;5;215;34;132;93;7;6;9;1591;1650;1500;1500;1500;1591;1650;1500;1500;1500;1500;1500
test2;12;6;17;2;13;0;0;4;0;1495;1486;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Never Gonna Make It;29;21;39;20;42;10;0;8;0;1500;1550;1500;1500;1500;1500;1550;1500;1500;1500;1500;1500
MineCraftHighScorer;1;0;0;0;1;1;0;0;0;1468;1500;1500;1500;1500;1468;1500;1500;1500;1500;1500;1500
Bun Slayer;19;0;17;12;23;3;2;1;2;1495;1500;1511;1500;1500;1495;1500;1511;1500;1500;1500;1500
Fuck CHAOS!!;49;0;88;13;100;34;8;3;2;1504;1517;1500;1500;1376;1537;1517;1500;1500;1507;1500;1500
JimFlam;30;1;53;15;66;10;3;0;0;1551;1500;1500;1500;1500;1551;1500;1500;1500;1500;1500;1500
AXE WOUND MALE PELVIS;29;4;109;5;73;29;3;4;2;1706;1500;1500;1500;1553;1706;1500;1500;1500;1553;1500;1500
TRANNY DISINFECTED;2;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
aguademizu;53;1;52;7;72;6;15;0;2;1152;1500;1500;1500;1484;1500;1500;1500;1500;1604;1500;1500
touranon;7;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Puchuns;3;0;3;2;4;0;0;0;1;1489;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Twigger;18;0;41;1;41;7;0;3;1;1454;1500;1500;1500;1500;1454;1500;1500;1500;1500;1500;1500
Null;0;0;1;0;1;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Zneid;11;0;11;10;10;8;0;0;1;1348;1500;1500;1500;1500;1348;1500;1500;1500;1500;1500;1500
Winston;1;1;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
AxeWound Destroyer;2;0;6;2;6;0;1;1;1;1591;1500;1500;1500;1500;1591;1500;1500;1500;1500;1500;1500
pew;16;0;1;2;13;4;2;0;0;1079;1500;1500;1500;1500;1079;1500;1500;1500;1500;1500;1500
Dumbass;483;45;1112;209;1316;275;64;56;59;1823;1744;1546;1500;1568;2006;1856;1546;1500;1687;1500;1500
EvilCake;21;16;14;6;18;9;0;5;0;1500;1550;1500;1500;1500;1500;1550;1500;1500;1500;1500;1500
Krallen;11;3;1;2;2;1;0;1;0;1449;1506;1500;1500;1500;1500;1506;1500;1500;1500;1500;1500
RURURU;23;0;19;8;31;2;0;0;0;1411;1402;1500;1500;1500;1411;1402;1500;1500;1500;1500;1500
Player;6;0;0;4;8;1;0;0;0;1500;1368;1500;1500;1500;1500;1368;1500;1500;1500;1500;1500
Brazilian;5;0;0;0;5;0;1;0;0;1381;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
LowTierGawd;1;1;3;0;0;0;0;0;0;1500;1505;1500;1500;1500;1500;1505;1500;1500;1500;1500;1500
GIRUGAMESH!;7;0;15;4;14;2;3;0;1;1473;1493;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Hero;12;2;28;4;25;10;2;1;1;1500;1623;1500;1500;1500;1500;1623;1500;1500;1500;1500;1500
cruelcumber;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
seed;1;0;1;0;1;0;0;0;0;1486;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
KoolKillerKlub;1;0;0;0;2;1;0;0;0;1466;1500;1500;1500;1500;1466;1500;1500;1500;1500;1500;1500
Player 11;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Yiiking;2;0;5;1;2;1;0;2;0;1500;1533;1500;1500;1500;1500;1533;1500;1500;1500;1500;1500
Cloudy;1869;505;5051;378;3819;586;240;390;260;2158;2066;2340;1500;1681;2292;2137;2391;1500;1878;1676;1677
eatfgase;193;0;2;2;9;2;0;0;0;1357;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Don Pizza;21;0;29;13;15;8;0;0;0;1165;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Chumster;11;6;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
EnTr0Py;5;3;2;0;1;1;0;2;0;1501;1500;1500;1500;1500;1501;1500;1500;1500;1500;1500;1500
Gregor;19;0;0;1;1;0;0;1;0;1500;1500;1287;1500;1500;1500;1500;1287;1500;1500;1500;1500
gunnerman bill;1;0;0;0;3;0;0;0;0;1500;1465;1500;1500;1500;1500;1465;1500;1500;1500;1500;1500
#Justice4Omochao;3;3;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
SNEED HATES NIGGERS;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Gingerswitch;12;0;1;3;13;5;0;0;0;1500;1270;1500;1500;1500;1500;1270;1500;1500;1500;1500;1500
KRAPKREW GROOMER;77;16;167;23;193;14;15;5;10;2014;1528;1503;1500;1500;2014;1528;1503;1500;1500;1500;1500
RETARDED;4;0;4;0;4;0;0;1;3;1500;1478;1500;1500;1500;1500;1478;1500;1500;1500;1500;1500
Klonoa;34;3;50;17;68;15;3;0;0;1500;1179;1335;1500;1500;1500;1179;1335;1500;1500;1500;1500
Lurker;3770;587;8568;1563;9152;1732;457;404;430;1628;1764;1575;1500;1421;1885;1792;1659;1500;1421;1500;1500
Troon the Transhog;8;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
FUCK CHAOS!;63;1;162;15;162;32;13;2;5;1465;1534;1500;1500;1225;1465;1534;1500;1500;1225;1500;1500
gay jerboa;3;3;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Orthodox Rabbibotnik;24;1;44;7;50;14;7;0;0;1412;1500;1500;1500;1500;1569;1500;1500;1500;1500;1500;1500
insom;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Donmai;63;23;94;36;90;37;3;23;17;1535;1473;1505;1500;1500;1535;1473;1505;1500;1500;1500;1500
asshole;1;0;0;0;1;0;0;0;0;1442;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
robintt20043;1;1;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
abran63;77;4;33;25;70;19;2;0;0;1413;1109;1018;1500;1316;1413;1109;1018;1500;1316;1500;1500
GATEKEEPING KART;10;2;46;1;21;8;1;2;2;1500;1718;1500;1500;1500;1500;1718;1500;1500;1500;1500;1500
Angry;12;0;5;5;18;1;0;0;0;1255;1500;1500;1500;1500;1255;1500;1500;1500;1500;1500;1500
MoshiMoshi?;31;5;122;8;56;22;5;6;5;1788;1533;1500;1500;1500;1788;1533;1500;1500;1500;1500;1500
jerking off atm;1;0;0;0;0;0;0;0;0;1510;1500;1500;1500;1500;1510;1500;1500;1500;1500;1500;1500
Saddam Hussein;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
SNEED (BANNED);56;8;104;19;140;24;6;14;11;1586;1582;1500;1500;1500;1586;1582;1500;1500;1500;1500;1500
SoggoS;41;0;87;11;54;15;5;2;7;1500;1645;1577;1500;1500;1500;1645;1577;1500;1500;1500;1500
Bun fucker;22;0;44;10;65;12;5;0;1;1374;1495;1500;1500;1500;1374;1495;1500;1500;1500;1500;1500
Ass Eater v1.3 v0.22;73;13;96;23;92;17;6;20;9;1738;1500;1502;1500;1500;1796;1500;1508;1500;1500;1500;1500
Archmage;34;0;20;15;45;7;0;0;0;1329;1068;1500;1500;1500;1329;1068;1500;1500;1500;1500;1500
CHRISTMAS MACHINE;54;3;173;11;130;10;13;5;4;1822;1500;1500;1500;1500;1824;1500;1500;1500;1500;1500;1500
sir dabalot;2;0;2;0;0;3;0;0;0;1459;1500;1500;1500;1500;1459;1500;1500;1500;1500;1500;1500
Partially Soggy;16;0;49;6;42;6;1;2;3;1610;1593;1500;1500;1500;1610;1593;1500;1500;1500;1500;1500
Player 9;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
NEIN 11 WAS FAKE;3;0;0;1;5;0;0;0;0;1500;1495;1388;1500;1500;1500;1495;1388;1500;1500;1500;1500
Hoy!!;40;20;28;9;41;6;2;0;0;1500;1486;1500;1500;1500;1500;1486;1500;1500;1500;1500;1500
copy;12;0;8;3;16;1;1;0;1;1395;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
smegma;41;1;25;9;37;3;5;0;0;899;1500;1204;1500;1500;1500;1500;1500;1500;1500;1500;1500
Binguscoin;43;4;148;22;133;18;8;3;6;1469;1694;1500;1500;1500;1469;1694;1500;1500;1500;1500;1500
SCHIZO;23;4;79;9;80;22;2;2;5;1640;1549;1500;1500;1649;1645;1549;1500;1500;1677;1500;1500
Balls Mahoney;61;27;88;33;96;29;0;15;19;1450;1581;1500;1500;1500;1450;1581;1500;1500;1500;1500;1500
AnonEMoose;10;0;11;4;17;3;1;0;0;1500;1252;1500;1500;1500;1500;1252;1500;1500;1500;1500;1500
GOAT;390;27;225;99;332;33;10;85;118;519;1365;1395;1500;1500;1500;1500;1500;1500;1500;1500;1500
uu;47;47;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Knucklenator;50;1;9;9;36;5;0;0;1;1215;1474;1500;1500;1435;1500;1500;1500;1500;1500;1500;1500
Look Ma;12;0;42;7;36;3;0;1;2;1500;1555;1500;1500;1500;1500;1555;1500;1500;1500;1500;1500
dapper;7;1;0;0;1;0;0;3;0;1485;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Umamajin;1;1;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
REST IN POWER;57;17;152;16;131;12;12;10;8;2026;1550;1500;1500;1500;2026;1550;1500;1500;1500;1500;1500
Fanana;55;0;49;22;82;10;0;0;0;1432;1111;1282;1500;1500;1432;1111;1282;1500;1500;1500;1500
testicular torsion;7;0;15;2;5;1;3;0;0;1380;1500;1500;1500;1500;1380;1500;1500;1500;1500;1500;1500
DJ PROFESSOR SNEED;20;6;41;4;43;12;2;1;5;1500;1724;1500;1500;1500;1500;1724;1500;1500;1500;1500;1500
DEAD TRANNY;148;35;434;45;379;48;25;24;20;2001;1500;1500;1500;1500;2001;1500;1500;1500;1500;1500;1500
ataru;3;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Bunocaust;10;0;33;6;34;4;1;1;1;1553;1508;1500;1500;1500;1553;1508;1500;1500;1500;1500;1500
sonic0239485643258723;2;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
derpman;4;0;2;3;9;1;0;0;0;1413;1500;1500;1500;1500;1413;1500;1500;1500;1500;1500;1500
dobson;6;0;7;0;10;0;0;0;1;1500;1407;1496;1500;1500;1500;1407;1496;1500;1500;1500;1500
Chronic the Hedgefund;33;1;7;10;23;2;0;0;0;1261;1508;1500;1500;1500;1500;1508;1500;1500;1500;1500;1500
lightking mc thunder;9;2;11;1;17;10;0;0;0;1379;1500;1500;1500;1500;1379;1500;1500;1500;1500;1500;1500
Player 19;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
DR.dipshit;95;1;105;33;167;15;5;3;7;1295;1289;1094;1500;1500;1295;1289;1190;1500;1500;1500;1500
mash-u-maro;17;1;50;4;44;12;2;0;0;1637;1603;1500;1500;1500;1637;1603;1500;1500;1500;1500;1500
Mold;13;0;0;5;13;7;0;0;0;1312;1500;1500;1500;1500;1312;1500;1500;1500;1500;1500;1500
Guy Duderson;4;0;1;3;2;3;1;0;0;1433;1453;1500;1500;1500;1433;1453;1500;1500;1500;1500;1500
YWNBAW;4197;992;9795;1222;8156;1584;407;763;670;2081;1905;2042;1500;1654;2148;1922;2137;1500;1669;1560;1560
Gavitro;42;1;98;19;96;20;3;3;4;1300;1578;1500;1500;1500;1300;1578;1500;1500;1500;1500;1500
Dr;103;8;145;40;184;41;9;1;3;1371;1428;1380;1500;1500;1371;1428;1380;1500;1500;1500;1500
sdafsdfzsd;5;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
ElOhTeeBee;13;0;0;2;11;5;0;0;0;1392;1487;1500;1500;1500;1392;1487;1500;1500;1500;1500;1500
Peter Griffin;6;0;7;1;5;3;0;0;0;1329;1500;1500;1500;1500;1329;1500;1500;1500;1500;1500;1500
Sona Bakana!!!;31;8;96;3;50;14;3;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
SNEED(OP);2523;385;6467;861;5640;1184;276;377;274;1687;1675;1772;1500;1500;1944;1746;1777;1500;1500;1500;1500
soniccccccccccccccccc;6;6;3;1;2;1;0;0;0;1503;1500;1500;1500;1500;1503;1500;1500;1500;1500;1500;1500
Player 1;1;0;1;0;1;1;0;0;0;1458;1500;1500;1500;1500;1458;1500;1500;1500;1500;1500;1500
Bee's;2191;33;4740;650;4927;784;404;70;105;1534;1603;1299;1500;1288;1785;1603;1299;1500;1501;1479;1500
rigged;464;79;1060;144;873;148;54;62;48;1845;1720;1600;1500;1506;1919;1767;1615;1500;1539;1500;1500
Rim Jobless;3821;1319;10855;1314;8541;1891;452;679;498;2313;1867;2013;1500;1693;2313;2095;2013;1500;1824;1500;1500
Sam;6;0;1;3;10;3;0;0;0;1265;1500;1500;1500;1500;1265;1500;1500;1500;1500;1500;1500
FixThyClientGoy;1;0;0;0;3;1;0;0;0;1583;1500;1500;1500;1500;1583;1500;1500;1500;1500;1500;1500
Ernest Khalimov;14;1;16;9;13;4;1;3;6;1500;1413;1500;1500;1500;1500;1413;1500;1500;1500;1500;1500
Gonga;14;3;37;1;19;4;0;2;1;1651;1500;1645;1500;1500;1651;1500;1645;1500;1500;1500;1500
Mack;66;5;111;12;102;22;9;8;2;1301;1417;1487;1500;1500;1337;1417;1500;1500;1500;1500;1500
Tails;3;3;0;1;0;2;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
WakarimasenMouIchido;1;0;0;0;3;0;0;0;0;1451;1500;1500;1500;1500;1451;1500;1500;1500;1500;1500;1500
leland;356;19;766;168;842;161;49;19;16;1427;1398;1487;1500;1500;1427;1398;1487;1500;1500;1500;1500
Rubbershoes;531;6;18;6;41;7;4;6;2;1044;1467;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Fuskand;61;14;150;26;101;29;6;21;15;1543;1539;1500;1500;1500;1543;1539;1500;1500;1500;1500;1500
Mega Faggot;23;11;12;2;31;10;0;0;0;1500;1265;1460;1500;1500;1500;1265;1460;1500;1500;1500;1500
Niggurath;31;0;1;5;11;2;0;0;0;1396;1440;1023;1500;1500;1396;1440;1023;1500;1500;1500;1500
krallen;25;0;16;18;37;9;1;2;6;1435;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Nimulous;66;3;163;20;135;33;8;2;3;1601;1692;1627;1500;1500;1601;1692;1627;1500;1500;1500;1500
no way fag;587;8;1023;148;1050;78;97;16;20;1599;1367;1324;1500;1593;1696;1500;1500;1500;1628;1280;1500
kill yourself tranny;1;0;0;0;1;0;0;0;0;1472;1500;1500;1500;1500;1472;1500;1500;1500;1500;1500;1500
Feces Enjoyer;86;8;232;21;172;12;18;7;8;1963;1616;1500;1500;1500;2043;1616;1500;1500;1500;1500;1500
Blessed is the Christ;886;79;2100;242;2009;359;126;86;115;1854;1782;1334;1500;1584;1876;1802;1334;1500;1681;1500;1500
CRASHING MACHINE;5;0;13;6;17;1;0;0;3;1500;1522;1500;1500;1500;1500;1522;1500;1500;1500;1500;1500
Suggi;21;0;62;10;70;8;2;0;2;1507;1476;1500;1500;1500;1507;1476;1500;1500;1500;1500;1500
PhantomRose;86;8;114;22;123;19;11;10;11;1623;1500;1454;1500;1500;1706;1500;1454;1500;1500;1500;1500
nesea;53;0;71;33;101;13;6;0;0;1220;1109;1403;1500;1500;1220;1109;1403;1500;1500;1500;1500
Sex with...;34;2;71;11;73;18;2;0;5;1500;1661;1500;1500;1500;1500;1661;1500;1500;1500;1500;1500
bobbo;13;0;4;3;17;2;0;0;0;1327;1500;1500;1500;1500;1327;1500;1500;1500;1500;1500;1500
Lepus;4885;872;13057;1610;11888;2076;583;780;656;1856;1845;2045;1500;1548;2168;1944;2161;1500;1618;1546;1584
NoahGet'sCucked;2;0;4;1;3;5;0;0;0;1474;1500;1500;1500;1500;1474;1500;1500;1500;1500;1500;1500
iwehjfweh;1;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
!!!!!!!!!!!!!!!!!!!!!;10;0;14;4;25;3;2;1;1;1672;1500;1527;1500;1500;1672;1500;1527;1500;1500;1500;1500
Uhhhh your mom;6;0;11;0;7;1;3;1;1;1552;1500;1500;1500;1500;1578;1500;1500;1500;1500;1500;1500
Zage;234;59;313;55;269;65;17;20;17;1378;1422;1412;1500;1500;1378;1422;1412;1500;1500;1500;1500
feebs lil brother;4;0;3;1;5;0;0;0;0;1340;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
Top Gun: Maverick;9;5;28;3;15;9;0;1;1;1762;1500;1500;1500;1500;1762;1500;1500;1500;1500;1500;1500
Sewpah Mario;397;45;856;130;844;144;36;52;57;1786;1730;1726;1500;1500;1829;1730;1726;1500;1500;1500;1500
Bag Dragon Corp.;143;14;351;47;325;30;21;22;18;1739;1608;1559;1500;1500;1866;1608;1559;1500;1500;1500;1500
